sn,Site,Filename,time_start,time_end,freq_low,freq_high,classid,species,sound_class,GroundTruth,score_initial,score_reinforcement
2449,RSN,RSN_20200322_190000.wav,152842,153000,1257,1889,101,Otus spilocephalus,S-01,1,0.363,0.308
2450,RSN,RSN_20200322_200000.wav,271300,272979,759,1153,66,Glaucidium brodiei,S-01,0,0.393,0.198
2451,RSN,RSN_20200322_220000.wav,304346,305794,759,1178,66,Glaucidium brodiei,S-01,1,0.48,0.554
2452,RSN,RSN_20200322_230000.wav,71413,73167,1243,1802,101,Otus spilocephalus,S-01,1,0.567,0.458
2453,RSN,RSN_20200323_030000.wav,130773,131000,1297,1819,101,Otus spilocephalus,S-01,1,0.493,0.707
2454,RSN,RSN_20200323_050000.wav,169144,170927,769,1178,66,Glaucidium brodiei,S-01,1,0.573,0.64
2455,RSN,RSN_20200324_170000.wav,228380,229945,789,1165,66,Glaucidium brodiei,S-01,0,0.249,0.129
2456,RSN,RSN_20200324_190000.wav,52518,53968,1270,1735,101,Otus spilocephalus,S-01,1,0.45,0
2457,RSN,RSN_20200324_210000.wav,21133,21333,564,841,88,Ninox japonica,S-01,0,0.102,0
2458,RSN,RSN_20200324_230000.wav,95034,96636,1325,1785,101,Otus spilocephalus,S-01,1,0.709,0.254
2459,RSN,RSN_20200324_230000.wav,167812,169282,1270,1802,101,Otus spilocephalus,S-01,1,0.713,0.615
2460,RSN,RSN_20200324_230000.wav,352474,353991,1297,1819,101,Otus spilocephalus,S-01,1,0.729,0.252
2461,RSN,RSN_20200325_030000.wav,311679,311867,489,1042,98,Otus lettia,S-01,0,0.256,0
2462,RSN,RSN_20200325_060000.wav,68817,69551,168,497,115,Strix leptogrammica,S-01,0,0.543,0
2463,RSN,RSN_20200325_170000.wav,53803,54046,395,710,88,Ninox japonica,S-01,0,0.255,0.191
2464,RSN,RSN_20200325_230000.wav,435000,435186,1325,1819,101,Otus spilocephalus,S-01,1,0.436,0
2465,RSN,RSN_20200326_000000.wav,43815,44000,262,581,115,Strix leptogrammica,S-01,1,0.689,0.367
2466,RSN,RSN_20200326_000000.wav,65606,66645,262,573,115,Strix leptogrammica,S-01,1,0.634,0.605
2467,RSN,RSN_20200326_000000.wav,128672,129670,236,608,115,Strix leptogrammica,S-01,1,0.74,0.721
2468,RSN,RSN_20200326_000000.wav,184888,186339,1325,1768,101,Otus spilocephalus,S-01,1,0.495,0.151
2469,RSN,RSN_20200326_000000.wav,190849,191000,249,581,115,Strix leptogrammica,S-01,1,0.281,0.391
2470,RSN,RSN_20200326_000000.wav,526601,527609,249,581,115,Strix leptogrammica,S-01,1,0.787,0.706
2471,RSN,RSN_20200326_000000.wav,561787,562000,242,581,115,Strix leptogrammica,S-01,1,0.635,0.147
2472,RSN,RSN_20200326_020000.wav,21298,22000,249,626,116,Strix nivicolum,S-01,0,0.141,0.779
2473,RSN,RSN_20200326_020000.wav,38677,39629,242,599,115,Strix leptogrammica,S-01,1,0.84,0.777
2474,RSN,RSN_20200326_020000.wav,74479,75439,242,608,115,Strix leptogrammica,S-01,1,0.879,0.728
2475,RSN,RSN_20200326_020000.wav,100890,101000,242,530,115,Strix leptogrammica,S-01,1,0.646,0.713
2476,RSN,RSN_20200326_020000.wav,116117,117059,255,573,115,Strix leptogrammica,S-01,1,0.84,0.77
2477,RSN,RSN_20200326_020000.wav,291849,292812,249,573,115,Strix leptogrammica,S-01,1,0.832,0.759
2478,RSN,RSN_20200326_020000.wav,366560,367000,255,626,116,Strix nivicolum,S-01,0,0.121,0.721
2479,RSN,RSN_20200326_020000.wav,387670,388000,249,608,116,Strix nivicolum,S-01,0,0.344,0.521
2480,RSN,RSN_20200326_020000.wav,402918,403000,236,573,115,Strix leptogrammica,S-01,1,0.323,0.76
2481,RSN,RSN_20200326_020000.wav,417835,418794,249,573,115,Strix leptogrammica,S-01,1,0.87,0.746
2482,RSN,RSN_20200326_020000.wav,572597,573553,249,590,115,Strix leptogrammica,S-01,1,0.842,0.62
2483,RSN,RSN_20200326_040000.wav,378800,379000,1284,1854,101,Otus spilocephalus,S-01,1,0.505,0.447
2484,RSN,RSN_20200326_060000.wav,364506,364979,205,530,115,Strix leptogrammica,S-01,0,0.166,0
2485,RSN,RSN_20200326_060000.wav,466217,466803,168,513,115,Strix leptogrammica,S-01,0,0.765,0.272
2486,RSN,RSN_20200326_060000.wav,496851,497635,157,505,115,Strix leptogrammica,S-01,0,0.708,0.455
2487,RSN,RSN_20200326_060000.wav,500672,501388,162,522,115,Strix leptogrammica,S-01,0,0.795,0.308
2488,RSN,RSN_20200326_060000.wav,531844,532548,168,505,115,Strix leptogrammica,S-01,0,0.759,0.745
2489,RSN,RSN_20200326_060000.wav,551982,552517,168,505,115,Strix leptogrammica,S-01,0,0.729,0.788
2490,RSN,RSN_20200326_060000.wav,557954,558703,162,522,115,Strix leptogrammica,S-01,0,0.804,0.631
2491,RSN,RSN_20200326_060000.wav,585716,586463,157,513,115,Strix leptogrammica,S-01,0,0.775,0.4
2492,RSN,RSN_20200326_170000.wav,243000,243275,217,626,116,Strix nivicolum,S-01,0,0.456,0
2493,RSN,RSN_20200326_190000.wav,55216,56000,799,1217,66,Glaucidium brodiei,S-01,0,0.195,0
2494,RSN,RSN_20200326_230000.wav,372670,373000,769,1153,66,Glaucidium brodiei,S-01,0,0.205,0
2495,RSN,RSN_20200326_230000.wav,475642,476000,739,1165,66,Glaucidium brodiei,S-01,0,0.208,0
2496,RSN,RSN_20200327_020000.wav,307519,307693,599,830,88,Ninox japonica,S-01,0,0.165,0
2497,RSN,RSN_20200327_050000.wav,112711,113000,759,1115,66,Glaucidium brodiei,S-01,0,0.205,0
2498,RSN,RSN_20200327_050000.wav,348518,349000,789,1230,66,Glaucidium brodiei,S-01,1,0.363,0
2499,RSN,RSN_20200328_000000.wav,539565,541106,1165,1854,101,Otus spilocephalus,S-01,1,0.77,0.421
2500,RSN,RSN_20200328_030000.wav,571874,572204,653,1204,98,Otus lettia,S-01,0,0.346,0
2501,RSN,RSN_20200328_040000.wav,289071,289298,530,830,88,Ninox japonica,S-01,0,0.562,0.436
2502,RSN,RSN_20200328_050000.wav,303014,304966,769,1191,66,Glaucidium brodiei,S-01,1,0.471,0.428
2503,RSN,RSN_20200330_010000.wav,429456,430000,810,1165,66,Glaucidium brodiei,S-01,0,0.482,0
2504,RSN,RSN_20200330_020000.wav,179000,179261,1395,1819,101,Otus spilocephalus,S-01,1,0.211,0.127
2505,RSN,RSN_20200330_050000.wav,91028,92426,779,1191,66,Glaucidium brodiei,S-01,1,0.606,0.453
2506,RSN,RSN_20200330_050000.wav,114209,116264,779,1243,66,Glaucidium brodiei,S-01,1,0.809,0.719
2507,RSN,RSN_20200330_050000.wav,153000,153316,799,1217,66,Glaucidium brodiei,S-01,1,0.5,0.253
2508,RSN,RSN_20200330_220000.wav,408491,409000,1367,1819,101,Otus spilocephalus,S-01,1,0.307,0
2509,RSN,RSN_20200331_000000.wav,169484,169764,564,851,88,Ninox japonica,S-01,0,0.419,0
2510,RSN,RSN_20200331_000000.wav,421798,422023,555,830,88,Ninox japonica,S-01,0,0.279,0.25
2511,RSN,RSN_20200331_040000.wav,5713,5993,729,1153,98,Otus lettia,S-01,0,0.438,0
2512,RSN,RSN_20200331_050000.wav,179745,180000,810,1191,66,Glaucidium brodiei,S-01,0,0.402,0.298
2513,RSN,RSN_20200331_190000.wav,174342,175924,1217,1907,101,Otus spilocephalus,S-01,1,0.692,0.75
2514,RSN,RSN_20200331_200000.wav,149719,149899,581,841,88,Ninox japonica,S-01,1,0.771,0.41
2515,RSN,RSN_20200331_210000.wav,87343,87588,547,873,88,Ninox japonica,S-01,1,0.73,0.588
2516,RSN,RSN_20200331_210000.wav,103805,104025,530,820,88,Ninox japonica,S-01,1,0.545,0.468
2517,RSN,RSN_20200331_210000.wav,150000,150489,810,1204,66,Glaucidium brodiei,S-01,1,0.247,0
2518,RSN,RSN_20200331_210000.wav,417378,418119,186,497,115,Strix leptogrammica,S-01,0,0.448,0
2519,RSN,RSN_20200331_210000.wav,452963,453177,547,820,88,Ninox japonica,S-01,1,0.791,0.56
2520,RSN,RSN_20200331_210000.wav,455280,455522,538,830,88,Ninox japonica,S-01,1,0.812,0.677
2521,RSN,RSN_20200331_210000.wav,457681,457894,547,830,88,Ninox japonica,S-01,1,0.792,0.589
2522,RSN,RSN_20200331_210000.wav,511585,511780,555,830,88,Ninox japonica,S-01,1,0.763,0.48
2523,RSN,RSN_20200331_210000.wav,530814,531050,547,841,88,Ninox japonica,S-01,1,0.794,0.633
2524,RSN,RSN_20200331_210000.wav,531461,531672,555,841,88,Ninox japonica,S-01,1,0.71,0.439
2525,RSN,RSN_20200331_220000.wav,598862,599066,555,830,88,Ninox japonica,S-01,1,0.718,0.521
2526,RSN,RSN_20200401_000000.wav,516048,516298,547,1091,98,Otus lettia,S-01,0,0.472,0
2527,RSN,RSN_20200401_000000.wav,575984,577009,1325,1768,101,Otus spilocephalus,S-01,1,0.521,0
2528,RSN,RSN_20200401_020000.wav,27606,29510,789,1191,66,Glaucidium brodiei,S-01,1,0.717,0.675
2529,RSN,RSN_20200401_040000.wav,291312,291510,538,820,88,Ninox japonica,S-01,0,0.417,0.256
2530,RSN,RSN_20200401_050000.wav,534073,534302,538,841,88,Ninox japonica,S-01,1,0.747,0.512
2531,RSN,RSN_20200401_050000.wav,536204,536432,555,830,88,Ninox japonica,S-01,1,0.586,0.466
2532,RSN,RSN_20200402_060000.wav,572356,572993,145,465,115,Strix leptogrammica,S-01,0,0.591,0.154
2533,RSN,RSN_20200402_180000.wav,133814,134000,779,1191,66,Glaucidium brodiei,S-01,1,0.18,0.605
2534,RSN,RSN_20200402_190000.wav,339541,339748,555,841,88,Ninox japonica,S-01,1,0.561,0.354
2535,RSN,RSN_20200402_210000.wav,502314,503000,769,1178,66,Glaucidium brodiei,S-01,0,0.227,0
2536,RSN,RSN_20200403_040000.wav,167814,168000,1558,1889,101,Otus spilocephalus,S-01,0,0.125,0
2537,RSN,RSN_20200403_050000.wav,358281,358466,573,830,88,Ninox japonica,S-01,0,0.513,0
2538,RSN,RSN_20200403_190000.wav,176087,176294,564,830,88,Ninox japonica,S-01,1,0.69,0.579
2539,RSN,RSN_20200403_190000.wav,197897,198000,555,841,88,Ninox japonica,S-01,0,0.198,0
2540,RSN,RSN_20200403_190000.wav,447528,447734,581,841,88,Ninox japonica,S-01,1,0.774,0.555
2541,RSN,RSN_20200403_190000.wav,505007,505202,573,841,88,Ninox japonica,S-01,1,0.685,0
2542,RSN,RSN_20200403_190000.wav,541683,541979,1543,1889,101,Otus spilocephalus,S-01,0,0.125,0
2543,RSN,RSN_20200403_190000.wav,596991,597190,573,851,88,Ninox japonica,S-01,0,0.442,0
2544,RSN,RSN_20200403_200000.wav,1073,1259,590,841,88,Ninox japonica,S-01,1,0.683,0.134
2545,RSN,RSN_20200404_050000.wav,474554,476839,749,1243,66,Glaucidium brodiei,S-01,1,0.802,0.722
2546,RSN,RSN_20200404_050000.wav,497000,497716,769,1217,66,Glaucidium brodiei,S-01,1,0.495,0.709
2547,RSN,RSN_20200404_050000.wav,525705,527934,779,1230,66,Glaucidium brodiei,S-01,1,0.796,0.715
2548,RSN,RSN_20200406_030000.wav,17475,18411,249,590,115,Strix leptogrammica,S-01,1,0.527,0.251
2549,RSN,RSN_20200406_030000.wav,203991,204721,275,573,115,Strix leptogrammica,S-01,1,0.558,0.499
2550,RSN,RSN_20200406_030000.wav,375231,375817,255,555,115,Strix leptogrammica,S-01,1,0.701,0.127
2551,RSN,RSN_20200406_050000.wav,58007,59023,799,1165,66,Glaucidium brodiei,S-01,1,0.41,0.457
2552,RSN,RSN_20200406_050000.wav,598387,599643,789,1191,66,Glaucidium brodiei,S-01,1,0.625,0.569
2553,RSN,RSN_20200406_060000.wav,255647,256342,117,457,115,Strix leptogrammica,S-01,0,0.688,0
2554,RSN,RSN_20200406_060000.wav,265934,266484,139,489,115,Strix leptogrammica,S-01,0,0.396,0
2555,RSN,RSN_20200406_060000.wav,406640,407390,133,505,115,Strix leptogrammica,S-01,0,0.693,0
2556,RSN,RSN_20200407_060000.wav,60211,60741,139,457,115,Strix leptogrammica,S-01,0,0.36,0
2557,RSN,RSN_20200408_060000.wav,318844,319351,122,457,115,Strix leptogrammica,S-01,0,0.644,0.654
2558,RSN,RSN_20200408_060000.wav,355420,356000,122,418,115,Strix leptogrammica,S-01,0,0.829,0.743
2559,RSN,RSN_20200408_060000.wav,376711,377376,139,497,115,Strix leptogrammica,S-01,0,0.85,0.652
2560,RSN,RSN_20200408_060000.wav,399654,400190,128,481,115,Strix leptogrammica,S-01,0,0.832,0.579
2561,RSN,RSN_20200408_060000.wav,466076,466776,139,481,115,Strix leptogrammica,S-01,0,0.456,0
2562,RSN,RSN_20200408_060000.wav,498822,499312,128,481,115,Strix leptogrammica,S-01,0,0.753,0.492
2563,RSN,RSN_20200408_060000.wav,547387,547993,111,449,115,Strix leptogrammica,S-01,0,0.748,0.764
2564,RSN,RSN_20200408_060000.wav,583587,584177,111,449,115,Strix leptogrammica,S-01,0,0.792,0.336
2565,RSN,RSN_20200408_180000.wav,322494,324741,799,1257,66,Glaucidium brodiei,S-01,1,0.485,0.637
2566,RSN,RSN_20200408_230000.wav,371506,371993,820,1204,66,Glaucidium brodiei,S-01,1,0.342,0.436
2567,RSN,RSN_20200408_230000.wav,598229,599000,810,1178,66,Glaucidium brodiei,S-01,1,0.156,0.429
2568,RSN,RSN_20200409_010000.wav,96844,99002,749,1191,66,Glaucidium brodiei,S-01,1,0.646,0.262
2569,RSN,RSN_20200409_230000.wav,428034,428240,590,841,88,Ninox japonica,S-01,0,0.106,0
2570,RSN,RSN_20200410_010000.wav,475470,477044,1140,1979,101,Otus spilocephalus,S-01,1,0.876,0.795
2571,RSN,RSN_20200410_040000.wav,277213,277414,573,841,88,Ninox japonica,S-01,1,0.677,0.175
2572,RSN,RSN_20200411_050000.wav,561576,563753,799,1311,66,Glaucidium brodiei,S-01,1,0.254,0.143
2573,RSN,RSN_20200413_170000.wav,37154,37349,547,820,88,Ninox japonica,S-01,0,0.117,0
2574,RSN,RSN_20200413_170000.wav,466684,466883,481,1019,98,Otus lettia,S-01,0,0.211,0
2575,RSN,RSN_20200413_200000.wav,510021,510213,564,830,88,Ninox japonica,S-01,0,0.293,0
2576,RSN,RSN_20200414_000000.wav,550596,550812,513,1066,98,Otus lettia,S-01,0,0.133,0
2577,RSN,RSN_20200414_010000.wav,517782,518099,691,1165,98,Otus lettia,S-01,0,0.501,0
2578,RSN,RSN_20200414_010000.wav,544680,544975,653,1153,98,Otus lettia,S-01,0,0.278,0
2579,RSN,RSN_20200414_180000.wav,265046,266911,799,1311,66,Glaucidium brodiei,S-01,1,0.511,0.579
2580,RSN,RSN_20200414_190000.wav,413356,413569,555,830,88,Ninox japonica,S-01,0,0.537,0
2581,RSN,RSN_20200414_190000.wav,597046,597252,564,851,88,Ninox japonica,S-01,0,0.575,0
2582,RSN,RSN_20200414_200000.wav,68362,68588,530,1066,98,Otus lettia,S-01,0,0.16,0
2583,RSN,RSN_20200414_210000.wav,380227,380530,691,1191,98,Otus lettia,S-01,0,0.362,0.185
2584,RSN,RSN_20200414_230000.wav,585601,585794,590,841,88,Ninox japonica,S-01,0,0.22,0.153
2585,RSN,RSN_20200415_050000.wav,564158,566394,779,1270,66,Glaucidium brodiei,S-01,1,0.349,0.527
2586,RSN,RSN_20200415_200000.wav,488833,489046,547,820,88,Ninox japonica,S-01,0,0.128,0
2587,RSN,RSN_20200415_220000.wav,112557,112757,505,1019,98,Otus lettia,S-01,0,0.15,0
2588,RSN,RSN_20200415_230000.wav,442399,442615,555,830,88,Ninox japonica,S-01,0,0.351,0
2589,RSN,RSN_20200416_000000.wav,423695,423881,513,1054,98,Otus lettia,S-01,0,0.405,0.343
2590,RSN,RSN_20200416_010000.wav,28069,28261,573,820,88,Ninox japonica,S-01,0,0.247,0
2591,RSN,RSN_20200416_020000.wav,581751,581938,581,851,88,Ninox japonica,S-01,0,0.199,0
2592,RSN,RSN_20200416_030000.wav,268447,269493,1468,1871,101,Otus spilocephalus,S-01,1,0.244,0
2593,RSN,RSN_20200416_040000.wav,42491,43000,830,1297,66,Glaucidium brodiei,S-01,1,0.134,0.218
2594,RSN,RSN_20200416_050000.wav,356000,356233,779,1204,66,Glaucidium brodiei,S-01,1,0.22,0
2595,RSN,RSN_20200416_050000.wav,421482,424025,759,1217,66,Glaucidium brodiei,S-01,1,0.403,0.38
2596,RSN,RSN_20200416_060000.wav,144000,144378,820,1257,66,Glaucidium brodiei,S-01,1,0.212,0.654
2597,RSN,RSN_20200416_200000.wav,268436,268635,538,799,88,Ninox japonica,S-01,0,0.145,0
2598,RSN,RSN_20200417_030000.wav,207991,208218,538,830,88,Ninox japonica,S-01,0,0.508,0
2599,RSN,RSN_20200417_050000.wav,237144,238507,820,1230,66,Glaucidium brodiei,S-01,1,0.237,0.177
2600,RSN,RSN_20200417_050000.wav,594312,595966,739,1381,66,Glaucidium brodiei,S-01,1,0.431,0.156
2601,RSN,RSN_20200417_060000.wav,390610,390973,282,663,116,Strix nivicolum,S-01,0,0.516,0.199
2602,RSN,RSN_20200417_060000.wav,393138,393367,275,626,88,Ninox japonica,S-01,0,0.392,0.172
2603,RSN,RSN_20200417_060000.wav,440000,440275,223,663,116,Strix nivicolum,S-01,0,0.334,0.121
2604,RSN,RSN_20200417_060000.wav,466471,466993,223,653,116,Strix nivicolum,S-01,0,0.465,0
2605,RSN,RSN_20200417_190000.wav,328617,328837,344,635,88,Ninox japonica,S-01,0,0.123,0.112
2606,RSN,RSN_20200417_230000.wav,453076,453273,564,830,88,Ninox japonica,S-01,0,0.188,0
2607,RSN,RSN_20200418_000000.wav,251041,251250,564,851,88,Ninox japonica,S-01,0,0.522,0
2608,RSN,RSN_20200418_050000.wav,170014,171291,799,1230,66,Glaucidium brodiei,S-01,1,0.169,0.171
2609,RSN,RSN_20200418_050000.wav,369803,371706,789,1204,66,Glaucidium brodiei,S-01,1,0.572,0.338
2610,RSN,RSN_20200418_060000.wav,116385,116627,513,830,88,Ninox japonica,S-01,0,0.562,0.621
2611,RSN,RSN_20200418_190000.wav,72406,74780,779,1230,66,Glaucidium brodiei,S-01,1,0.488,0.622
2612,RSN,RSN_20200418_190000.wav,311823,312032,538,820,88,Ninox japonica,S-01,0,0.542,0
2613,RSN,RSN_20200418_220000.wav,334963,335156,581,830,88,Ninox japonica,S-01,0,0.344,0
2614,RSN,RSN_20200419_040000.wav,217268,218169,242,564,115,Strix leptogrammica,S-01,1,0.704,0.299
2615,RSN,RSN_20200419_200000.wav,121617,122050,663,1128,98,Otus lettia,S-01,0,0.569,0
2616,RSN,RSN_20200419_230000.wav,83485,84000,186,489,115,Strix leptogrammica,S-01,0,0.203,0
2617,RSN,RSN_20200420_050000.wav,468000,468563,820,1153,66,Glaucidium brodiei,S-01,1,0.307,0
2618,RSN,RSN_20200420_060000.wav,255397,256232,162,513,115,Strix leptogrammica,S-01,0,0.173,0
2619,RSN,RSN_20200421_050000.wav,407995,408497,139,489,115,Strix leptogrammica,S-01,0,0.687,0
2620,RSN,RSN_20200421_050000.wav,551535,552092,122,481,115,Strix leptogrammica,S-01,0,0.79,0
2621,RSN,RSN_20200421_050000.wav,599011,599533,139,449,115,Strix leptogrammica,S-01,0,0.429,0
2622,RSN,RSN_20200422_000000.wav,276284,276498,497,799,88,Ninox japonica,S-01,0,0.158,0
2623,RSN,RSN_20200422_010000.wav,18296,18525,555,830,88,Ninox japonica,S-01,0,0.586,0.254
2624,RSN,RSN_20200424_050000.wav,319812,320286,330,749,116,Strix nivicolum,S-01,0,0.56,0.117
2625,RSN,RSN_20200424_170000.wav,46732,47000,128,457,115,Strix leptogrammica,S-01,0,0.245,0
2626,RSN,RSN_20200425_060000.wav,49570,50264,168,489,115,Strix leptogrammica,S-01,0,0.763,0
2627,RSN,RSN_20200425_060000.wav,78366,79039,145,513,115,Strix leptogrammica,S-01,0,0.822,0
2628,RSN,RSN_20200425_060000.wav,113651,114372,168,513,115,Strix leptogrammica,S-01,0,0.763,0.121
2629,RSN,RSN_20200425_060000.wav,175564,176300,151,505,115,Strix leptogrammica,S-01,0,0.586,0
2630,RSN,RSN_20200425_060000.wav,177757,178416,157,505,115,Strix leptogrammica,S-01,0,0.619,0.359
2631,RSN,RSN_20200425_060000.wav,205537,206060,145,497,115,Strix leptogrammica,S-01,0,0.665,0
2632,RSN,RSN_20200425_060000.wav,207704,208204,157,522,115,Strix leptogrammica,S-01,0,0.65,0
2633,RSN,RSN_20200425_060000.wav,286060,286700,162,505,115,Strix leptogrammica,S-01,0,0.539,0
2634,RSN,RSN_20200425_060000.wav,405690,406401,168,497,115,Strix leptogrammica,S-01,0,0.667,0.118
2635,RSN,RSN_20200425_060000.wav,498362,499099,139,489,115,Strix leptogrammica,S-01,0,0.719,0
2636,RSN,RSN_20200425_060000.wav,543509,544177,139,497,115,Strix leptogrammica,S-01,0,0.741,0
2637,RSN,RSN_20200425_060000.wav,590365,591046,151,513,115,Strix leptogrammica,S-01,0,0.55,0
2638,RSN,RSN_20200425_200000.wav,286492,287000,779,1204,66,Glaucidium brodiei,S-01,1,0.418,0.454
2639,RSN,RSN_20200426_050000.wav,169525,170000,789,1204,66,Glaucidium brodiei,S-01,1,0.366,0
2640,RSN,RSN_20200426_050000.wav,278426,280101,830,1230,66,Glaucidium brodiei,S-01,1,0.227,0.271
2641,RSN,RSN_20200426_050000.wav,540046,543291,700,1257,66,Glaucidium brodiei,S-01,1,0.495,0.643
2642,RSN,RSN_20200426_230000.wav,289023,289229,538,841,88,Ninox japonica,S-01,0,0.407,0.243
2643,RSN,RSN_20200427_060000.wav,127200,127693,145,465,115,Strix leptogrammica,S-01,0,0.784,0.454
2644,RSN,RSN_20200427_060000.wav,131757,132307,151,457,115,Strix leptogrammica,S-01,0,0.711,0.172
2645,RSN,RSN_20200427_060000.wav,437489,438080,139,457,115,Strix leptogrammica,S-01,0,0.611,0
2646,RSN,RSN_20200429_040000.wav,29000,29571,1498,1768,101,Otus spilocephalus,S-01,0,0.256,0
2647,RSN,RSN_20200429_040000.wav,337211,338133,236,564,115,Strix leptogrammica,S-01,1,0.775,0.397
2648,RSN,RSN_20200429_040000.wav,531328,532087,255,573,115,Strix leptogrammica,S-01,1,0.768,0.655
2649,RSN,RSN_20200430_000000.wav,391984,392185,581,1103,98,Otus lettia,S-01,0,0.378,0
2650,RSN,RSN_20200430_040000.wav,405617,405817,581,841,88,Ninox japonica,S-01,0,0.681,0.236
2651,RSN,RSN_20200430_050000.wav,218135,220099,830,1243,66,Glaucidium brodiei,S-01,1,0.804,0.681
2652,RSN,RSN_20200502_060000.wav,2812,3341,174,497,115,Strix leptogrammica,S-01,0,0.159,0.125
2653,RSN,RSN_20200502_060000.wav,75892,76635,157,497,115,Strix leptogrammica,S-01,0,0.596,0.626
2654,RSN,RSN_20200502_190000.wav,216803,216995,573,841,88,Ninox japonica,S-01,0,0.561,0.378
2655,RSN,RSN_20200503_060000.wav,151794,151993,547,799,88,Ninox japonica,S-01,0,0.195,0
2656,RSN,RSN_20200503_190000.wav,164057,166307,789,1217,66,Glaucidium brodiei,S-01,1,0.644,0.562
2657,RSN,RSN_20200503_190000.wav,326995,327986,799,1153,66,Glaucidium brodiei,S-01,1,0.498,0.659
2658,RSN,RSN_20200503_190000.wav,442491,444722,789,1230,66,Glaucidium brodiei,S-01,1,0.764,0.707
2659,RSN,RSN_20200503_190000.wav,486814,489080,789,1230,66,Glaucidium brodiei,S-01,1,0.777,0.674
2660,RSN,RSN_20200503_200000.wav,440298,441000,799,1165,66,Glaucidium brodiei,S-01,1,0.727,0
2661,RSN,RSN_20200503_200000.wav,441353,442000,779,1128,66,Glaucidium brodiei,S-01,1,0.555,0.312
2662,RSN,RSN_20200503_200000.wav,442984,445000,739,1204,66,Glaucidium brodiei,S-01,1,0.612,0.527
2663,RSN,RSN_20200503_220000.wav,119773,120000,1270,1819,101,Otus spilocephalus,S-01,1,0.354,0.218
2664,RSN,RSN_20200504_010000.wav,86385,86580,573,830,88,Ninox japonica,S-01,0,0.516,0
2665,RSN,RSN_20200504_010000.wav,114860,116229,799,1178,66,Glaucidium brodiei,S-01,1,0.29,0.598
2666,RSN,RSN_20200504_030000.wav,350252,350466,555,841,88,Ninox japonica,S-01,0,0.109,0
2667,RSN,RSN_20200504_190000.wav,67752,68000,830,1165,66,Glaucidium brodiei,S-01,0,0.385,0.485
2668,RSN,RSN_20200504_220000.wav,121431,123562,779,1165,66,Glaucidium brodiei,S-01,1,0.635,0.677
2669,RSN,RSN_20200504_220000.wav,211041,212961,769,1165,66,Glaucidium brodiei,S-01,1,0.135,0.328
2670,RSN,RSN_20200504_220000.wav,415430,417776,779,1191,66,Glaucidium brodiei,S-01,1,0.652,0.712
2671,RSN,RSN_20200504_220000.wav,480956,482318,779,1165,66,Glaucidium brodiei,S-01,1,0.644,0.613
2672,RSN,RSN_20200504_230000.wav,108561,109000,820,1204,66,Glaucidium brodiei,S-01,1,0.72,0.539
2673,RSN,RSN_20200504_230000.wav,562429,564558,769,1178,66,Glaucidium brodiei,S-01,1,0.753,0.641
2674,RSN,RSN_20200504_230000.wav,564000,564654,779,1178,66,Glaucidium brodiei,S-01,1,0.468,0.641
2675,RSN,RSN_20200505_000000.wav,256007,259039,779,1165,66,Glaucidium brodiei,S-01,1,0.758,0.722
2676,RSN,RSN_20200505_000000.wav,270573,272750,779,1191,66,Glaucidium brodiei,S-01,1,0.623,0.594
2677,RSN,RSN_20200505_000000.wav,285454,286979,779,1178,66,Glaucidium brodiei,S-01,1,0.53,0.469
2678,RSN,RSN_20200505_000000.wav,380352,382674,749,1191,66,Glaucidium brodiei,S-01,1,0.652,0.277
2679,RSN,RSN_20200505_000000.wav,532000,532590,789,1165,66,Glaucidium brodiei,S-01,1,0.418,0.448
2680,RSN,RSN_20200505_010000.wav,90534,93208,769,1165,66,Glaucidium brodiei,S-01,1,0.715,0.684
2681,RSN,RSN_20200505_010000.wav,97612,99922,759,1165,66,Glaucidium brodiei,S-01,1,0.756,0.753
2682,RSN,RSN_20200505_010000.wav,188929,191046,759,1165,66,Glaucidium brodiei,S-01,1,0.812,0.715
2683,RSN,RSN_20200505_010000.wav,219865,221989,779,1153,66,Glaucidium brodiei,S-01,1,0.655,0.666
2684,RSN,RSN_20200505_020000.wav,61532,62000,759,1178,66,Glaucidium brodiei,S-01,1,0.781,0.746
2685,RSN,RSN_20200505_020000.wav,198000,198275,789,1153,66,Glaucidium brodiei,S-01,1,0.232,0.769
2686,RSN,RSN_20200505_050000.wav,39000,39364,779,1165,66,Glaucidium brodiei,S-01,1,0.577,0.292
2687,RSN,RSN_20200505_050000.wav,81673,83000,759,1153,66,Glaucidium brodiei,S-01,1,0.739,0.653
2688,RSN,RSN_20200505_060000.wav,441635,442373,139,473,115,Strix leptogrammica,S-01,0,0.685,0
2689,RSN,RSN_20200505_060000.wav,445548,446078,151,489,115,Strix leptogrammica,S-01,0,0.736,0
2690,RSN,RSN_20200505_190000.wav,256606,259169,779,1217,66,Glaucidium brodiei,S-01,1,0.565,0.329
2691,RSN,RSN_20200505_190000.wav,345048,346993,759,1178,66,Glaucidium brodiei,S-01,1,0.772,0.713
2692,RSN,RSN_20200505_200000.wav,14381,15719,779,1165,66,Glaucidium brodiei,S-01,1,0.587,0.636
2693,RSN,RSN_20200506_170000.wav,254073,254321,564,1178,98,Otus lettia,S-01,0,0.717,0.714
2694,RSN,RSN_20200506_170000.wav,259666,259961,564,1243,98,Otus lettia,S-01,0,0.427,0.631
